Antenne sociale Anneessens
Antenne sociale Artois
Antenne sociale Béguinage
Antenne sociale Bollen
Antenne sociale Marolles
Antenne sociale Miroir
Antenne sociale Moorslede
Antenne sociale Nord-Est
Antenne sociale Stéphanie 1
Antenne sociale Stéphanie 2
Antenne sociale Saint-Roch
Béguinage (antenne sociale + maison d'enfant)
Aux Ursulines
Maison Vésale
Les Eglantines
Résidence Sainte-Gertrude
Maison Heysel (MDR)
Centre Delta (Centre de jour)
Centre Médori
SAPA (Service d'Accompagnement à la Personne Âgée) Pacheco
Usine du Linge
RenoBru
Administration Générale
Entrepôts régie/Rue Haute
DAS Rue Haute
Rue Haute 290
DE ES/Archives/Département formation (Abricotier)
Home Juliette Herman
Centre d'Hébergement Médori
Service Action Social Boulevard de Waterloo
Service de médiation des dettes
