Name;Type (spreadsheet, plain or custom_api);Data freshness (realtime, 1h, 4h, 12h or 1d);Value (if type is plain);Spreadsheet ID (if type is spreadsheet);Cell (if type is spreadsheet);Filter value (if type is spreadsheet);Comparison value (if type is spreadsheet);Endpoint (if type is custom_api);Tree (if type is custom_api)
OKR_INTEGRATED_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JT1000;*|intro_field1_response|*;;;
OKR_STRETCHY_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JU1000;*|intro_field1_response|*;;;
OKR_STRETCHY_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JV1000;*|intro_field1_response|*;;;
OKR_STRETCHY_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JW1000;*|intro_field1_response|*;;;
OKR_STRETCHY_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JX1000;*|intro_field1_response|*;;;
OKR_STRETCHY_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JY1000;*|intro_field1_response|*;;;
OKR_DECISIVE_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JZ1000;*|intro_field1_response|*;;;
OKR_DECISIVE_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KA1000;*|intro_field1_response|*;;;
OKR_DECISIVE_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KB1000;*|intro_field1_response|*;;;
OKR_DECISIVE_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KC1000;*|intro_field1_response|*;;;
OKR_DECISIVE_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KD1000;*|intro_field1_response|*;;;
OKR_COLLABORATIVE_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KE1000;*|intro_field1_response|*;;;
OKR_COLLABORATIVE_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KF1000;*|intro_field1_response|*;;;
OKR_COLLABORATIVE_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KG1000;*|intro_field1_response|*;;;
OKR_COLLABORATIVE_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KH1000;*|intro_field1_response|*;;;
OKR_COLLABORATIVE_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KI1000;*|intro_field1_response|*;;;
OKR_CHART_AS_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KK1000;*|intro_field1_response|*;;;
OKR_CHART_AS_ROBUST;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KL1000;*|intro_field1_response|*;;;
OKR_CHART_AS_DYNAMIC;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KM1000;*|intro_field1_response|*;;;
OKR_CHART_AS_MEANINGFUL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KN1000;*|intro_field1_response|*;;;
OKR_CHART_FO_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KO1000;*|intro_field1_response|*;;;
OKR_CHART_FO_WELLCRAFTED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KP1000;*|intro_field1_response|*;;;
OKR_CHART_FO_LEAN;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KQ1000;*|intro_field1_response|*;;;
OKR_CHART_FO_ALIGNED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KR1000;*|intro_field1_response|*;;;
OKR_CHART_AC_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KS1000;*|intro_field1_response|*;;;
OKR_CHART_AC_WELLLED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KT1000;*|intro_field1_response|*;;;
OKR_CHART_AC_DISCUSSED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KU1000;*|intro_field1_response|*;;;
OKR_CHART_AC_INTEGRATED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KV1000;*|intro_field1_response|*;;;
OKR_CHART_AGC_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KW1000;*|intro_field1_response|*;;;
OKR_CHART_AGC_STRETCHY;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KX1000;*|intro_field1_response|*;;;
OKR_CHART_AGC_DECISIVE;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KY1000;*|intro_field1_response|*;;;
OKR_CHART_AGC_COLLABORATIVE;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:KZ1000;*|intro_field1_response|*;;;
