Name;Type (spreadsheet, plain or custom_api);Data freshness (realtime, 1h, 4h, 12h or 1d);Value (if type is plain);Spreadsheet ID (if type is spreadsheet);Cell (if type is spreadsheet);Filter value (if type is spreadsheet);Comparison value (if type is spreadsheet);Endpoint (if type is custom_api);Tree (if type is custom_api)
EXTERNAL_FIELD_NIBC_Q42_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!DU:DU;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q43_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!DV:DV;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q43_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!DW:DW;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q43_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!DX:X;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q44_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!DY:DY;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q44_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!DZ:DZ;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q44_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EA:EA;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q45_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EB:EB;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q45_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EC:EC;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q45_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ED:ED;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q46_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EE:EE;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q46_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EF:EF;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q46_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EG:EG;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q47_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EH:EH;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q47_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EI:EI;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q47_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EJ:EJ;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q48_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EK:EK;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q48_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EL:EL;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q48_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EM:EM;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q49_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EN:EN;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q49_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EO:EO;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_Q49_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EP:EP;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_OWNERSHIP_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ER:ER;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_OWNERSHIP_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ES:ES;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_OWNERSHIP_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ET:ET;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_OWNERSHIP_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ER:ER;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_OWNERSHIP_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ES:ES;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_OWNERSHIP_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!ET:ET;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_SELF_REFLECTION_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EU:EU;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_SELF_REFLECTION_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EV:EV;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_SELF_REFLECTION_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EW:EW;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_DRIVE_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EX:EX;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_DRIVE_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EY:EY;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_DRIVE_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!EZ:EZ;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_IMPACT_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FA:FA;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_IMPACT_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FB:FB;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_IMPACT_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FC:FC;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_INNOVATION_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FD:FD;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_INNOVATION_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FE:FE;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_INNOVATION_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FF:FF;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_FLEXIBILITY_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FG:FG;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_FLEXIBILITY_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FH:FH;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_FLEXIBILITY_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FI:FI;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_SOCIABILITY_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FJ:FJ;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_SOCIABILITY_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FK:FK;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_SOCIABILITY_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FL:FL;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_COLLABORATION_SELF;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FM:FM;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_COLLABORATION_MANAGER;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FN:FN;*|intro_field2_response|*;;;
EXTERNAL_FIELD_NIBC_COLLABORATION_COLLEAGUE;spreadsheet;realtime;;1hxWN41XwlsOJbxvUWcC-YESNgvNzMfJVtwqGz0koV0w;Calculations!FO:FO;*|intro_field2_response|*;;;
